GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,org.languagetool.tokenizers.ca,CatalanWordTokenizer,16,441,10,26,4,99,10,12,0,4
JaCoCo Coverage Report,org.languagetool.language.rules.ast,MorfologikAsturianSpellerRule,0,11,0,0,0,4,0,3,0,3
JaCoCo Coverage Report,org.languagetool.rules.uk,SearchHelper.Context,9,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.uk,InflectionHelper.Inflection,244,0,56,0,39,0,37,0,9,0
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementAdjNounRule,826,121,122,6,143,22,65,6,3,4
JaCoCo Coverage Report,org.languagetool.rules.uk,InflectionHelper,225,0,22,0,52,0,15,0,4,0
JaCoCo Coverage Report,org.languagetool.rules.uk,TypographyRule,69,75,10,8,13,18,11,6,3,5
JaCoCo Coverage Report,org.languagetool.rules.uk,VerbInflectionHelper.Inflection,186,0,34,0,36,0,22,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.uk,CaseGovernmentHelper,107,60,28,2,21,11,17,3,3,2
JaCoCo Coverage Report,org.languagetool.rules.uk,SearchHelper.Condition,113,0,16,0,21,0,16,0,8,0
JaCoCo Coverage Report,org.languagetool.rules.uk,VerbInflectionHelper,155,0,20,0,38,0,15,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.uk,PunctuationCheckRule,20,0,4,0,6,0,5,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.uk,HiddenCharacterRule,76,50,1,3,12,11,5,5,4,4
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementAdjNounRule.State,0,22,0,0,0,7,0,3,0,3
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementPrepNounRule,745,120,112,16,156,34,66,9,4,5
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementAdjNounExceptionHelper,3782,0,788,0,615,0,408,0,14,0
JaCoCo Coverage Report,org.languagetool.rules.uk,ExtraDictionaryLoader,9,169,1,17,3,32,2,15,1,7
JaCoCo Coverage Report,org.languagetool.rules.uk,DateCheckFilter,191,3,54,0,25,1,31,1,4,1
JaCoCo Coverage Report,org.languagetool.rules.uk,MorfologikUkrainianSpellerRule,230,57,51,5,46,13,32,8,6,6
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementNounVerbRule,469,61,68,6,87,19,39,6,4,4
JaCoCo Coverage Report,org.languagetool.rules.uk,LemmaHelper.Dir,24,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementPrepNounExceptionHelper.RuleException,22,0,2,0,10,0,3,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.uk,SimpleReplaceRule,209,54,29,5,42,16,22,7,5,7
JaCoCo Coverage Report,org.languagetool.rules.uk,SimpleReplaceSoftRule,98,17,6,0,16,7,7,5,4,5
JaCoCo Coverage Report,org.languagetool.rules.uk,SearchHelper,3,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementPrepNounExceptionHelper,1033,0,218,0,150,0,115,0,6,0
JaCoCo Coverage Report,org.languagetool.rules.uk,MissingHyphenRule,137,86,27,7,27,18,16,8,2,5
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementNounVerbRule.State,16,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.uk,SimpleReplaceSpelling2019Rule,57,0,4,0,15,0,7,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.uk,SearchHelper.Match,379,0,76,0,74,0,50,0,12,0
JaCoCo Coverage Report,org.languagetool.rules.uk,SimpleReplaceSoftRule.ContextRepl,13,0,0,0,3,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.uk,MixedAlphabetsRule,593,266,75,19,94,38,53,8,10,4
JaCoCo Coverage Report,org.languagetool.rules.uk,LemmaHelper,505,420,160,20,102,32,101,10,15,6
JaCoCo Coverage Report,org.languagetool.rules.uk,SimpleReplaceSpelling1992Rule,84,75,8,6,12,20,8,10,3,8
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementNounVerbExceptionHelper,2411,0,478,0,447,0,247,0,8,0
JaCoCo Coverage Report,org.languagetool.rules.uk,SimpleReplaceRenamedRule,140,75,16,8,25,18,12,7,3,4
JaCoCo Coverage Report,org.languagetool.rules.uk,TokenAgreementPrepNounExceptionHelper.Type,34,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.uk,UkrainianWordRepeatRule,205,45,52,0,42,8,29,3,3,3
JaCoCo Coverage Report,org.languagetool.tokenizers.km,KhmerWordTokenizer,27,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,org.languagetool.synthesis.ar,ArabicSynthesizer,233,0,26,0,47,0,18,0,5,0
JaCoCo Coverage Report,org.languagetool.markup,AnnotatedText.MetaDataKey,34,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.markup,TextPart.Type,0,34,0,0,0,1,0,1,0,1
JaCoCo Coverage Report,org.languagetool.markup,TextPart,3,19,0,0,1,6,1,3,1,3
JaCoCo Coverage Report,org.languagetool.markup,MappingValue,15,20,0,0,1,8,1,4,1,4
JaCoCo Coverage Report,org.languagetool.markup,AnnotatedTextBuilder,115,91,11,3,21,19,11,4,5,3
JaCoCo Coverage Report,org.languagetool.markup,AnnotatedText,108,137,17,17,14,33,17,8,4,4
JaCoCo Coverage Report,org.languagetool.tagging,MorfologikTagger,53,97,6,12,13,20,11,6,5,3
JaCoCo Coverage Report,org.languagetool.tagging,CombiningTagger,7,56,1,5,2,15,2,5,1,3
JaCoCo Coverage Report,org.languagetool.tagging,BaseTagger,100,430,11,43,15,90,13,34,4,16
JaCoCo Coverage Report,org.languagetool.tagging,ManualTagger,19,114,1,13,3,24,2,9,1,3
JaCoCo Coverage Report,org.languagetool.tagging,TaggedWord,60,15,10,0,6,6,8,3,3,3
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.MatchResponse.Builder,620,0,68,0,170,0,76,0,42,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc,97,0,8,0,32,0,9,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.MLServerBlockingStub,20,0,0,0,5,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.MLServerFutureStub,20,0,0,0,5,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.MatchList.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.MatchList,410,0,37,0,114,0,58,0,39,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.MatchList.Builder,620,0,68,0,170,0,76,0,42,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.MatchResponse,410,0,37,0,114,0,58,0,39,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.MethodHandlers,31,0,2,0,11,0,4,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.Match.Builder,886,0,78,0,289,0,102,0,63,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.MLServerStub,21,0,0,0,6,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto,119,0,0,0,16,0,4,0,4,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.MatchRequest.Builder,363,0,26,0,108,0,48,0,35,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.MLServerFileDescriptorSupplier,3,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MorfologikMalayalamSpellerRule,11,0,0,0,4,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.MLServerBaseDescriptorSupplier,10,0,0,0,3,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.MLServerMethodDescriptorSupplier,12,0,0,0,4,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.MatchRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.Match.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerGrpc.MLServerImplBase,19,0,0,0,8,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.Match,959,0,106,0,269,0,107,0,50,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.MatchResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.ml,MLServerProto.MatchRequest,464,0,44,0,128,0,62,0,39,0
JaCoCo Coverage Report,org.languagetool.broker,DefaultResourceDataBroker,62,208,9,13,11,49,9,22,2,18
JaCoCo Coverage Report,org.languagetool.broker,DefaultClassBroker,0,6,0,0,0,2,0,2,0,2
JaCoCo Coverage Report,org.languagetool.synthesis.ro,RomanianSynthesizer,6,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.tagging.ar,ArabicHybridDisambiguator,0,25,0,0,0,4,0,2,0,2
JaCoCo Coverage Report,org.languagetool.tagging.ar,ArabicTagger,250,361,86,56,56,85,71,10,3,7
JaCoCo Coverage Report,org.languagetool.tagging.ar,ArabicTagManager,573,3,161,0,127,2,102,1,19,1
JaCoCo Coverage Report,org.languagetool.synthesis.ru,RussianSynthesizer,6,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.tagging.zh,ChineseTagger,92,0,4,0,17,0,7,0,5,0
JaCoCo Coverage Report,org.languagetool.rules.el,MorfologikGreekSpellerRule,0,11,0,0,0,4,0,3,0,3
JaCoCo Coverage Report,org.languagetool.rules.el,NumeralStressRule,67,264,3,9,12,34,3,8,1,4
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishDashRule,4,34,1,3,2,13,3,4,2,3
JaCoCo Coverage Report,org.languagetool.rules.en,UnitConversionRuleImperial,2,240,0,0,1,37,1,1,1,1
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishConfusionProbabilityRule,1801,0,4,0,61,0,6,0,4,0
JaCoCo Coverage Report,org.languagetool.rules.en,ContractionSpellingRule,8,33,0,0,4,11,4,5,4,5
JaCoCo Coverage Report,org.languagetool.rules.en,FutureDateFilter,9,8,0,0,2,2,2,1,2,1
JaCoCo Coverage Report,org.languagetool.rules.en,NewZealandReplaceRule,15,30,0,0,3,11,3,6,3,6
JaCoCo Coverage Report,org.languagetool.rules.en,AdverbFilter.new HashMap() {...},0,1136,0,0,0,228,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules.en,YMDDateCheckFilter,35,8,6,0,3,2,4,1,1,1
JaCoCo Coverage Report,org.languagetool.rules.en,AbstractEnglishSpellerRule.IrregularForms,15,0,0,0,6,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishForDutchmenFalseFriendRule,18,0,0,0,6,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.en,AvsAnRule,276,83,65,9,50,23,41,5,5,4
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishNgramProbabilityRule,16,0,0,0,5,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.en,UnitConversionRuleUS,2,254,0,0,1,39,1,1,1,1
JaCoCo Coverage Report,org.languagetool.rules.en,MorfologikSouthAfricanSpellerRule,23,21,2,0,6,6,3,5,2,5
JaCoCo Coverage Report,org.languagetool.rules.en,CompoundRule,2,173,1,5,1,33,2,7,1,5
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishWordRepeatRule,1017,13,252,0,171,5,129,2,3,2
JaCoCo Coverage Report,org.languagetool.rules.en,WordCoherencyRule,17,21,0,0,2,7,2,4,2,4
JaCoCo Coverage Report,org.languagetool.rules.en,DateCheckFilter,19,8,0,0,4,2,4,1,4,1
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishPlainEnglishRule,16,31,0,0,7,9,7,3,7,3
JaCoCo Coverage Report,org.languagetool.rules.en,SimpleReplaceRule,8,29,0,0,4,7,4,6,4,6
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishForL2SpeakersFalseFriendRule,169,0,20,0,33,0,16,0,6,0
JaCoCo Coverage Report,org.languagetool.rules.en,MorfologikCanadianSpellerRule,23,21,2,0,6,6,3,5,2,5
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishDiacriticsRule,11,34,0,0,5,10,5,5,5,5
JaCoCo Coverage Report,org.languagetool.rules.en,AvsAnData,64,0,8,0,16,0,8,0,4,0
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishUnpairedBracketsRule,189,64,60,0,33,10,32,3,2,3
JaCoCo Coverage Report,org.languagetool.rules.en,AbstractEnglishSpellerRule,324,5205,60,64,49,493,58,20,5,11
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishPartialPosTagFilter,56,0,0,0,9,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules.en,NoDisambiguationEnglishPartialPosTagFilter,32,8,0,0,5,2,1,1,1,1
JaCoCo Coverage Report,org.languagetool.rules.en,YMDNewYearDateFilter,13,36,3,3,1,5,3,2,0,2
JaCoCo Coverage Report,org.languagetool.rules.en,UpperCaseNgramRule,2114,0,112,0,382,0,74,0,18,0
JaCoCo Coverage Report,org.languagetool.rules.en,SpecificCaseRule,64,151,15,13,10,37,11,10,2,5
JaCoCo Coverage Report,org.languagetool.rules.en,NewYearDateFilter,5,12,0,0,1,3,1,2,1,2
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishForFrenchFalseFriendRule,18,0,0,0,6,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishWrongWordInContextRule,8,16,0,0,4,7,4,4,4,4
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishRedundancyRule,16,31,0,0,7,9,7,3,7,3
JaCoCo Coverage Report,org.languagetool.rules.en,AvsAnRule.Determiner,44,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules.en,VariantInfo,19,0,0,0,6,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.en,DateFilterHelper,156,6,38,0,24,2,22,2,3,2
JaCoCo Coverage Report,org.languagetool.rules.en,AdverbFilter,36,9,4,0,6,2,3,1,1,1
JaCoCo Coverage Report,org.languagetool.rules.en,BritishReplaceRule,17,36,0,0,4,12,4,6,4,6
JaCoCo Coverage Report,org.languagetool.rules.en,AmericanReplaceRule,17,36,0,0,4,12,4,6,4,6
JaCoCo Coverage Report,org.languagetool.rules.en,MorfologikNewZealandSpellerRule,13,31,1,1,3,9,2,6,1,6
JaCoCo Coverage Report,org.languagetool.rules.en,MorfologikAmericanSpellerRule,99,21,12,0,20,6,10,5,4,5
JaCoCo Coverage Report,org.languagetool.rules.en,UnitConversionRule,7,111,0,0,3,18,3,1,3,1
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishWordRepeatBeginningRule,25,34,8,0,2,11,6,3,2,3
JaCoCo Coverage Report,org.languagetool.rules.en,GoogleStyleWordTokenizer,99,0,12,0,24,0,9,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.en,MorfologikBritishSpellerRule,23,21,2,0,6,6,3,5,2,5
JaCoCo Coverage Report,org.languagetool.rules.en,MorfologikAustralianSpellerRule,23,21,2,0,6,6,3,5,2,5
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishForSpaniardsFalseFriendRule,18,0,0,0,6,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.en,EnglishForGermansFalseFriendRule,18,0,0,0,6,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.language.tl,MorfologikTagalogSpellerRule,11,0,0,0,4,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules.eo,DateCheckFilter,338,0,92,0,64,0,52,0,6,0
JaCoCo Coverage Report,org.languagetool.tagging.it,ItalianTagger,5,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules,WordRepeatRule,138,80,23,11,26,22,18,8,5,4
JaCoCo Coverage Report,org.languagetool.rules,AbstractStyleRepeatedWordRule,546,34,112,2,105,12,73,1,16,1
JaCoCo Coverage Report,org.languagetool.rules,ConfusionSetLoader,308,0,30,0,53,0,18,0,3,0
JaCoCo Coverage Report,org.languagetool.rules,SuggestedReplacement.SuggestionType,0,34,0,0,0,2,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,AdvancedWordRepeatRule,219,13,42,0,61,5,22,1,1,1
JaCoCo Coverage Report,org.languagetool.rules,RuleMatchFilter,9,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,org.languagetool.rules,AbstractSimpleReplaceRule2,146,497,17,51,16,98,15,30,1,10
JaCoCo Coverage Report,org.languagetool.rules,Categories,6,105,0,0,1,24,1,4,1,4
JaCoCo Coverage Report,org.languagetool.rules,AbstractNewYearDateFilter,59,110,10,6,13,29,9,8,1,8
JaCoCo Coverage Report,org.languagetool.rules,AbstractDateCheckFilter,186,10,12,0,46,3,11,2,5,2
JaCoCo Coverage Report,org.languagetool.rules,DoublePunctuationRule,99,118,10,16,16,33,9,11,3,4
JaCoCo Coverage Report,org.languagetool.rules,RuleWithMaxFilter,108,34,37,3,20,8,21,3,2,2
JaCoCo Coverage Report,org.languagetool.rules,LongSentenceRule,131,56,14,8,27,19,17,7,9,4
JaCoCo Coverage Report,org.languagetool.rules,GRPCRule.GRPCSubRule,65,0,8,0,12,0,8,0,4,0
JaCoCo Coverage Report,org.languagetool.rules,PunctuationMarkAtParagraphEnd2,146,21,24,0,29,7,16,2,4,2
JaCoCo Coverage Report,org.languagetool.rules,RemoteRuleResult,69,0,4,0,18,0,9,0,7,0
JaCoCo Coverage Report,org.languagetool.rules,WordRepeatBeginningRule,117,74,23,7,19,22,17,5,4,3
JaCoCo Coverage Report,org.languagetool.rules,SameRuleGroupFilter,0,90,2,16,0,15,2,12,0,5
JaCoCo Coverage Report,org.languagetool.rules,RemoteRule.RemoteRequest,6,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules,WrongWordInContextRule.new CacheLoader() {...},0,6,0,0,0,2,0,2,0,2
JaCoCo Coverage Report,org.languagetool.rules,TextLevelRule,5,13,0,0,1,6,1,4,1,4
JaCoCo Coverage Report,org.languagetool.rules,MatchPosition,66,15,10,0,6,6,8,3,3,3
JaCoCo Coverage Report,org.languagetool.rules,GRPCRule.new GRPCRule() {...},22,0,0,0,3,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules,GRPCRule.new GRPCRule() {...},28,0,0,0,3,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules,BERTSuggestionRanking,466,0,22,0,83,0,26,0,15,0
JaCoCo Coverage Report,org.languagetool.rules,SimpleReplaceDataLoader,36,86,2,10,2,17,2,6,0,2
JaCoCo Coverage Report,org.languagetool.rules,RemoteRule,328,29,18,0,60,7,17,1,8,1
JaCoCo Coverage Report,org.languagetool.rules,CompoundRuleData,78,217,3,23,8,49,6,17,3,7
JaCoCo Coverage Report,org.languagetool.rules,AbstractUnitConversionRule.Message,44,0,0,0,5,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules,BERTSuggestionRanking.MatchesForReordering,13,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules,AbstractSimpleReplaceRule2.PathsAndLanguage,5,69,6,6,0,10,6,3,0,3
JaCoCo Coverage Report,org.languagetool.rules,RemoteRuleMetrics.RequestResult,64,0,0,0,7,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules,AbstractUnitConversionRule,1008,672,109,13,212,107,80,10,21,5
JaCoCo Coverage Report,org.languagetool.rules,RemoteRuleConfig.new CacheLoader() {...},12,3,0,0,2,1,1,1,1,1
JaCoCo Coverage Report,org.languagetool.rules,RemoteRuleConfig.new TypeReference() {...},3,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules,ReadabilityRule,661,75,178,8,132,21,107,6,16,4
JaCoCo Coverage Report,org.languagetool.rules,AbstractSimpleReplaceRule,175,213,24,28,35,47,22,22,7,11
JaCoCo Coverage Report,org.languagetool.rules,CleanOverlappingFilter,5,89,2,14,1,27,2,8,0,2
JaCoCo Coverage Report,org.languagetool.rules,AbstractFutureDateFilter,105,7,8,0,28,2,9,2,5,2
JaCoCo Coverage Report,org.languagetool.rules,AbstractCompoundRule,218,262,40,28,41,65,26,19,4,7
JaCoCo Coverage Report,org.languagetool.rules,DemoRule,102,0,6,0,16,0,7,0,4,0
JaCoCo Coverage Report,org.languagetool.rules,AbstractSimpleReplaceRule2.SpecificIdRule,23,0,0,0,7,0,4,0,4,0
JaCoCo Coverage Report,org.languagetool.rules,WrongWordInContextRule.ContextWords,0,78,0,2,0,15,0,5,0,4
JaCoCo Coverage Report,org.languagetool.rules,SuggestedReplacement,33,155,6,4,3,43,7,18,2,18
JaCoCo Coverage Report,org.languagetool.rules,GenericUnpairedBracketsRule,347,624,88,64,49,110,61,33,3,15
JaCoCo Coverage Report,org.languagetool.rules,SymbolLocator,16,24,0,0,2,9,2,4,2,4
JaCoCo Coverage Report,org.languagetool.rules,DateRangeChecker,23,3,2,0,8,1,2,1,1,1
JaCoCo Coverage Report,org.languagetool.rules,RemoteRuleMetrics,293,0,2,0,32,0,7,0,6,0
JaCoCo Coverage Report,org.languagetool.rules,WhitespaceCheckFilter,48,3,6,0,7,1,4,1,1,1
JaCoCo Coverage Report,org.languagetool.rules,SentenceWhitespaceRule,55,94,6,10,9,24,8,6,3,3
JaCoCo Coverage Report,org.languagetool.rules,IncorrectExample,16,16,0,0,2,5,2,2,2,2
JaCoCo Coverage Report,org.languagetool.rules,MultipleWhitespaceRule,70,106,18,18,8,23,15,10,2,5
JaCoCo Coverage Report,org.languagetool.rules,ErrorTriggeringExample,0,4,0,0,0,2,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,ITSIssueType,17,324,1,3,1,16,1,6,0,5
JaCoCo Coverage Report,org.languagetool.rules,GRPCRule.MLRuleRequest,13,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,org.languagetool.rules,EmptyLineRule,122,29,21,1,22,11,15,3,4,3
JaCoCo Coverage Report,org.languagetool.rules,RuleMatch.OffsetPosition,0,5,0,0,0,2,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,GRPCConfusionRule,30,0,0,0,5,0,3,0,3,0
JaCoCo Coverage Report,org.languagetool.rules,RemoteRuleConfig,268,20,20,0,61,4,26,2,16,2
JaCoCo Coverage Report,org.languagetool.rules,ScoredConfusionSet,102,0,12,0,18,0,13,0,7,0
JaCoCo Coverage Report,org.languagetool.rules,PunctuationMarkAtParagraphEnd,115,253,19,23,18,36,16,16,2,9
JaCoCo Coverage Report,org.languagetool.rules,PartialPosTagFilter,235,3,40,0,41,1,22,1,2,1
JaCoCo Coverage Report,org.languagetool.rules,SuggestionFilter,61,0,4,0,15,0,4,0,2,0
JaCoCo Coverage Report,org.languagetool.rules,ConfusionSet,182,0,18,0,29,0,17,0,8,0
JaCoCo Coverage Report,org.languagetool.rules,ConfusionString,67,0,10,0,12,0,11,0,6,0
JaCoCo Coverage Report,org.languagetool.rules,UnsyncStack,42,16,4,2,12,5,5,4,3,3
JaCoCo Coverage Report,org.languagetool.rules,Example,12,21,2,2,1,5,2,3,0,3
JaCoCo Coverage Report,org.languagetool.rules,AbstractWordCoherencyRule,82,108,9,11,15,24,7,6,1,2
JaCoCo Coverage Report,org.languagetool.rules,GRPCRule,246,25,10,0,45,8,20,2,15,2
JaCoCo Coverage Report,org.languagetool.rules,RuleMatch.PatternPosition,0,5,0,0,0,2,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,AbstractPunctuationCheckRule,109,0,12,0,26,0,10,0,4,0
JaCoCo Coverage Report,org.languagetool.rules,DictionaryMatchFilter,39,0,2,0,8,0,4,0,3,0
JaCoCo Coverage Report,org.languagetool.rules,GRPCRule.Connection,104,0,10,0,24,0,8,0,3,0
JaCoCo Coverage Report,org.languagetool.rules,WhitespaceBeforePunctuationRule,201,0,34,0,41,0,21,0,4,0
JaCoCo Coverage Report,org.languagetool.rules,AbstractDashRule,96,165,13,17,15,37,9,13,2,5
JaCoCo Coverage Report,org.languagetool.rules,RuleMatch,398,401,34,12,58,99,31,39,11,36
JaCoCo Coverage Report,org.languagetool.rules,WhiteSpaceAtBeginOfParagraph,85,25,17,1,11,10,12,3,3,3
JaCoCo Coverage Report,org.languagetool.rules,AbstractFillerWordsRule,300,54,45,3,56,16,35,3,11,3
JaCoCo Coverage Report,org.languagetool.rules,Category,16,46,0,2,5,14,4,7,4,6
JaCoCo Coverage Report,org.languagetool.rules,CategoryIds,0,71,0,0,0,14,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,LanguageDependentFilter,73,34,14,4,14,10,8,3,0,2
JaCoCo Coverage Report,org.languagetool.rules,Category.Location,0,24,0,0,0,3,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,BERTSuggestionRanking.CuratedAndSameCaseComparator,67,0,10,0,14,0,7,0,2,0
JaCoCo Coverage Report,org.languagetool.rules,RuleMatch.Type,0,34,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,CommaWhitespaceRule,331,220,100,46,50,51,69,20,6,10
JaCoCo Coverage Report,org.languagetool.rules,CategoryId,18,40,4,4,1,11,4,4,0,4
JaCoCo Coverage Report,org.languagetool.rules,ConfusionPair,224,0,20,0,33,0,21,0,11,0
JaCoCo Coverage Report,org.languagetool.rules,ShortenedYearRangeChecker,38,3,2,0,9,1,2,1,1,1
JaCoCo Coverage Report,org.languagetool.rules,ParagraphRepeatBeginningRule,272,23,40,0,55,8,25,3,5,3
JaCoCo Coverage Report,org.languagetool.rules,WordCoherencyDataLoader,30,113,1,11,3,20,1,7,0,2
JaCoCo Coverage Report,org.languagetool.rules,UppercaseSentenceStartRule,131,426,35,33,21,63,32,15,3,10
JaCoCo Coverage Report,org.languagetool.rules,CorrectExample,0,4,0,0,0,2,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,LongParagraphRule,202,50,28,4,42,15,26,3,10,3
JaCoCo Coverage Report,org.languagetool.rules,RuleMatch.LinePosition,0,5,0,0,0,2,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,RuleMatch.ColumnPosition,0,5,0,0,0,2,0,1,0,1
JaCoCo Coverage Report,org.languagetool.rules,ExampleSentence,39,34,3,7,4,9,4,4,1,2
JaCoCo Coverage Report,org.languagetool.rules,ScoredConfusionSetLoader,170,0,16,0,30,0,13,0,5,0
JaCoCo Coverage Report,org.languagetool.rules,AbstractSimpleReplaceRule2.new CacheLoader() {...},0,32,0,2,0,7,0,3,0,2
JaCoCo Coverage Report,org.languagetool.rules,Rule,130,292,15,17,34,79,24,37,15,30
